district,block,klpid,school_name,dise_code,village,child_count,yes,no ,dont know,yes,no ,dont know,yes,no ,dont know,yes,no ,dont know,yes,no ,dont know,yes,no ,dont know,yes,no ,dont know,yes,no ,dont know,yes,no ,dont know,yes,no ,dont know,Village,District,Block,Date,Name of the school,KLP ID,Grama Panchayat,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q1,Q2,Q3,Q4,Q5,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Total
KOPPAL,KUSTAGI,20208,GMHPS MUDENUR,29070411901,MUDENUR,50,24,13,13,20,15,15,50,0,0,12,21,17,28,10,12,27,9,14,20,19,11,21,8,21,20,11,19,20,11,19,Mudenur,Koppal,Kustagi,17/12/2016,GMPS Mudenur,20208,Mudenur,1,0.12,0.29,0.53,0.29,0.29,0.24,0.82,0.82,0.76,0.59,0.41,0.76,0.47,0.35,0.41,0.65,0.41,0.76,0.53,10.53
KOPPAL,KUSTAGI,20139,GHPS MUDUTAGI,29070412001,MUDUTAGI,69,42,25,2,30,31,8,42,19,8,16,36,17,0,1,68,55,12,2,35,29,5,44,21,4,37,25,7,13,40,16,Mudutagi,Koppal,Kustagi,28/01/2017,GHPS Mudutagi,20139,Adavibhavi,0.88,0.75,1,0.63,0.75,0.88,0.75,0.38,0.88,0.88,0.5,0.63,1,0.63,0,0.38,0.63,0.63,0.75,0,12.88
KOPPAL,KUSTAGI,20305,GHPS MUGANUR,29070412101,MUGANUR,99,59,40,0,70,19,10,59,40,0,0,65,34,0,0,99,99,0,0,49,50,0,99,0,0,64,35,0,5,68,26,Muganur,Koppal,Kustagi,17/12/2016,GHPS Muganur,20305,Hiregonnagar,0.87,0.4,0.73,0.27,0.47,0.4,0.27,0.8,0.67,0.87,0.67,0.07,0.93,0.93,0.2,0.07,0.73,0.27,0.67,0.4,10.67
KOPPAL,KUSTAGI,20172,GHPS N RAMPUR,29070413901,N.RAMPUR,60,60,0,0,0,59,1,60,0,0,1,54,5,59,0,1,60,0,0,59,1,0,60,0,0,60,0,0,56,4,0,N Rampur,Koppal,Kustagi,07/01/2017,GHPS N Rampur,20172,Nilogal,1,0.2,0.4,0.2,0.4,0,0,0.4,0.4,0,0.4,0,1,0.6,0,0.6,0.4,0.2,0,0.6,6.8
KOPPAL,KUSTAGI,20157,GLPS NADUVALAKOPPA,29070412301,NADUVALAKOPPA,22,6,13,3,1,18,3,14,2,6,20,1,1,9,7,6,19,2,1,1,18,3,17,3,2,3,13,6,3,18,1,Naduvalakoppa,Koppal,Kustagi,07/01/2017,GLPS Naduvalakoppa,20157,Kesur,0.67,0.67,0.67,0.67,0.33,1,0.67,0.67,1,1,0.67,0.33,0.67,0.67,0,0.33,0.33,0.67,0.33,0.33,11.67
KOPPAL,KUSTAGI,20211,GHPS NANDAPUR,29070412601,NANDAPUR,196,56,140,0,180,16,0,178,18,0,160,36,0,67,129,0,116,80,0,55,141,0,157,39,0,117,79,0,19,177,0,Nandapur,Koppal,Kustagi,23/11/2016,GHPS Nandapur,20211,Jumalapur,0.84,0.24,0.52,0.16,0.08,0.2,0.24,0.6,0.64,0.64,0.44,0.56,0.8,0.16,0.32,0.52,0.56,0.96,0.6,0.2,9.28
KOPPAL,KUSTAGI,20306,GHPS NARASAPUR,29070412501,NARASAPUR,109,51,58,0,55,54,0,51,58,0,46,63,0,0,0,109,107,1,1,45,64,0,102,7,0,56,53,0,1,81,27,Narasapur,Koppal,Kustagi,17/12/2016,GHPS Narasapur,20306,Hiregonnagar,0.88,0.38,0.81,0.69,0.13,0.5,0.25,0.94,0.88,0.75,0.75,0.81,0.88,0.5,0.44,0.25,0.94,0.69,0.88,0,12.31
KOPPAL,KUSTAGI,20289,GHPS NEERALUTI,29070412801,NEERALUTI,87,53,34,0,0,60,27,71,6,10,79,0,8,16,27,44,82,1,4,35,31,21,80,1,6,64,7,16,16,53,18,Neeraluti,Koppal,Kustagi,17/12/2016,GHPS Neeraluti,20289,Hiremannapur,1,0.8,0.8,0.8,0.7,0.8,0.5,1,0.8,0.8,0.8,0.7,1,0.5,0.3,0.7,0.5,0.4,0.7,0.4,14
KOPPAL,KUSTAGI,20291,GHPS NEREBENCHI,29070413001,NEREBENCHI,77,48,13,16,18,36,23,76,1,0,14,35,28,17,34,26,66,9,2,14,41,22,61,7,9,22,45,10,14,25,38,Nerebenchi,Koppal,Kustagi,03/12/2016,GHPS Nerebenchi,20291,Kandakur,1,0.5,0.33,0.67,0.67,0.33,0.5,1,1,1,0.5,0,0.83,0.33,0.33,1,0,0.83,0.67,0,11.5
KOPPAL,KUSTAGI,20140,GHPS NIDASHESHI,29070413101,NIDASHESHI,90,54,36,0,59,30,1,66,23,1,52,35,3,43,37,10,78,11,1,60,28,2,73,12,5,63,26,1,18,53,19,Nidasheshi,Koppal,Kustagi,20/08/2016,GHPS Nidasheshi,20140,Talavaragera,0.88,0.31,0.44,0.13,0.13,0.25,0.31,0.81,0.94,0.81,0.38,0.38,0.88,0.38,0,0.06,0.31,0.63,0.75,0.31,9.06
KOPPAL,KUSTAGI,20169,GHPS NILOGAL,29070413201,NILOGAL,209,144,63,2,140,44,25,163,42,4,34,132,43,140,50,19,165,39,5,136,70,3,160,48,1,153,54,2,106,86,17,Nilogal,Koppal,Kustagi,07/01/2017,GHPS Nilogal,20169,Nilogal,0.74,0.58,0.54,0.4,0.54,0.6,0.56,0.76,0.78,0.88,0.64,0.5,0.82,0.54,0.32,0.8,0.64,0.74,0.86,0.16,12.4
KOPPAL,KUSTAGI,20171,GHPS NIRALAKOPPA,29070413301,NIRALAKOPPA,150,114,35,1,148,0,2,141,9,0,9,140,1,130,0,20,144,0,6,97,25,28,142,1,7,130,9,11,105,19,26,Niralakoppa,Koppal,Kustagi,08/10/2016,GHPS Niralakoppa,20171,Tuggaladoni,0.91,0.09,0.36,0,0,0,0,0,0.27,0.27,0,0.09,0.64,0,0.27,0.27,0.27,0.55,0.36,0.09,4.45
KOPPAL,KUSTAGI,20307,GHPS PARAMANAHATTI,29070413401,PARAMANAHATTI,96,92,4,0,0,60,36,94,1,1,1,76,19,2,12,82,95,0,1,76,19,1,93,3,0,94,2,0,62,22,12,Paramanahatti,Koppal,Kustagi,24/11/2016,GHPS Paramanahatti,20307,Jageergudadur,0.9,0.5,0.7,0.4,0.8,0.5,0.5,0.8,0.8,0.8,0.8,0.4,1,0.6,0.2,0.6,0.4,0.9,0.9,0.4,12.9
KOPPAL,KUSTAGI,20339,GLPS PARASAPUR,29070413501,PARASAPUR,38,28,6,4,17,9,12,38,0,0,14,15,9,13,11,14,26,7,5,15,9,14,32,2,4,14,11,13,15,12,11,Parasapur,Koppal,Kustagi,26/11/2016,GLPS Parasapur,20339,Hirenandihal,1,0,0.25,0,0,0,0,0.25,1,0.75,1,0,0.75,0,0.25,0.25,0,0,0.25,0,5.75
KOPPAL,KUSTAGI,20308,GHPS PATTALACHINTI,29070413601,PATTALACHINTI,90,76,14,0,90,0,0,86,3,1,8,73,9,66,3,21,87,1,2,82,5,3,86,2,2,87,2,1,61,8,21,Pattalachinti,Koppal,Kustagi,24/12/2016,GHPS Pattalachinti,20308,Malagitti,0.71,0.43,0,0,0,0.29,0,0.71,0.43,0.57,0.29,0.14,0.71,0.14,0,0.57,0.29,0,0.86,0.14,6.29
KOPPAL,KUSTAGI,20267,GHPS PURA,29070413701,PURA,108,81,21,6,50,44,14,50,48,10,49,37,22,51,35,22,56,39,13,56,39,13,42,48,18,58,40,10,64,38,6,Pura,Koppal,Kustagi,08/10/2016,GHPS Pura,20267,Sanganhal,0.8,0.27,0.4,0.33,0.47,0.4,0.47,0.47,0.73,0.87,0.33,0.27,0.73,0.33,0,0.2,0.4,0.4,0.33,0.13,8.33
KOPPAL,KUSTAGI,36800,GLPS RAMJI TANDA,29070408804,RAMJI NAIK TANDA,25,9,16,0,25,0,0,25,0,0,0,20,5,25,0,0,23,2,0,10,15,0,21,3,1,19,5,1,7,18,0,Ramji Tanda,Koppal,Kustagi,03/12/2016,GLPS Ramji Tanda,36800,Kilarhatti,1,0.5,0.5,0.5,0.5,0.5,0,1,0,0,0,0.5,1,0,0,0,0,0.5,0,0,6.5
KOPPAL,KUSTAGI,20213,GLPS RYAVANAKI,29070414301,RYAVANAKI,25,16,9,0,14,6,5,14,6,5,12,9,4,15,7,3,21,3,1,4,18,3,17,5,3,13,7,5,10,10,5,Ryavanaki,Koppal,Kustagi,03/12/2016,GLPS Ryavanaki,20213,Siragumpi,1,0.33,0.33,0.33,0.67,0.33,0.67,1,0.67,1,0.33,0.33,1,0.67,1,0,0,0.67,0.67,0.33,11.33
KOPPAL,KUSTAGI,20214,GHPS SASVIHAL,29070414501,SASVIHAL,83,64,19,0,68,14,1,83,0,0,38,45,0,0,7,76,83,0,0,64,19,0,83,0,0,79,4,0,19,42,22,Sasvihal,Koppal,Kustagi,22/11/2016,GHPS Sasvihal,20214,Jumalapur,0.67,0.25,0.58,0,0,0.08,0.25,0.67,0.83,1,0.25,0.08,0.83,0.42,0,0.5,0.42,0.83,0.75,0.25,8.67
KOPPAL,KUSTAGI,20326,GHPS SEBINAKATTI,29070414601,SEBINAKATTI,85,85,0,0,85,0,0,85,0,0,0,85,0,0,0,85,85,0,0,68,17,0,85,0,0,85,0,0,85,0,0,Sebinakatti,Koppal,Kustagi,19/12/2016,GHPS Sebinakatti,20326,Kabbaragi,0.8,0.67,0.53,0.27,0.2,0.2,0.27,0.8,0.73,0.67,0.4,0.53,0.8,0.4,0,0.2,0.87,0.6,0.87,0.8,10.6
KOPPAL,KUSTAGI,20174,GHPS SHADALAGERI,29070414701,SHADALAGERI,138,138,0,0,0,138,0,138,0,0,0,138,0,0,138,0,133,5,0,81,43,14,118,19,1,89,49,0,91,25,22,Shadalageri,Koppal,Kustagi,08/10/2016,GHPS Shadalageri,20174,Tuggaladoni,0.77,0.54,0.69,0.54,0.46,0.31,0.46,0.85,0.77,0.77,0.31,0.46,0.77,0.38,0.08,0.46,0.54,0.15,0.54,0.15,10
KOPPAL,KUSTAGI,20270,GHPS SIDDAPUR,29070414901,SIDDAPUR,160,160,0,0,60,50,50,82,46,32,152,4,4,104,36,20,78,38,44,54,34,72,106,24,30,90,46,24,76,70,14,Siddapur,Koppal,Kustagi,24/12/2016,GHPS Siddapur,20270,Menedal,1,1,1,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0,0,0,1,0.5,1,0,13.5
KOPPAL,KUSTAGI,20292,GLPS TAKKALAKI,29070415401,TAKKALAKI,40,25,13,2,19,18,3,22,14,4,19,18,3,21,17,2,31,5,4,14,19,7,32,6,2,23,14,3,22,15,3,Takkalaki,Koppal,Kustagi,10/12/2016,GLPS Takkalaki,20292,Bijakal,0.75,0.44,0.38,0.38,0.38,0.38,0.31,0.81,0.75,0.81,0.44,0.19,0.81,0.31,0.25,0.19,0.38,0.5,0.44,0.13,9
KOPPAL,KUSTAGI,20216,GHPS TEGGIHAL,29070415301,TEGGIHAL,120,71,35,14,62,51,7,116,3,1,61,44,15,68,43,9,114,4,2,73,42,5,114,5,1,76,33,11,58,37,25,Teggihal,Koppal,Kustagi,17/12/2016,GHPS Teggihal,20216,Mudenur,0.67,0,0.67,0.33,0.17,0.5,0.17,0.67,0.5,0.33,0.33,0.5,0.83,0,0,0,0.5,0.67,1,0,7.83
KOPPAL,KUSTAGI,20158,GLPS TONASHIHAL,29070415801,TONASHIHAL,32,22,10,0,16,13,3,18,10,4,16,15,1,0,1,31,25,5,2,11,18,3,22,5,5,18,11,3,12,16,4,Tonashihal ,Koppal,Kustagi,07/01/2017,GLPS Tonashihal ,20158,Kesur,0.77,0.31,0.54,0.15,0.23,0.38,0.38,0.46,0.54,0.77,0.38,0.08,0.92,0.15,0,0.08,0.15,0.46,0.31,0.08,7.15
KOPPAL,KUSTAGI,20143,GHPS TOPALAKATTI,29070415901,TOPALAKATTI,120,56,64,0,55,65,0,77,37,6,59,59,2,54,60,6,93,24,3,56,59,5,76,41,3,55,60,5,25,68,27,Topalakatti,Koppal,Kustagi,28/01/2017,GHPS Topalakatti,20143,Adavibhavi,0.73,0,0.36,0.55,0.27,0.09,0.18,0.82,0.45,0.73,0.45,0.45,0.82,0.18,0.09,0.45,0.09,0.64,0.09,0.64,8.09
KOPPAL,KUSTAGI,20175,GHPS TUGGALADONI,29070416001,TUGGALADONI,170,134,36,0,1,110,59,158,11,1,12,104,54,114,38,18,160,8,2,129,41,0,145,23,2,133,35,2,86,54,30,Tuggaladoni,Koppal,Kustagi,08/10/2016,GHPS Tuggaladoni,20175,Tuggaladoni,0.71,0.53,0.65,0.47,0.35,0.53,0.35,0.76,0.88,0.82,0.41,0.47,0.88,0.29,0.65,0.24,0.59,0.76,0.71,0.12,11.18
KOPPAL,KUSTAGI,20309,GHPS TUMARI KOPPA,29070416101,TUMARIKOPPA,170,144,26,0,0,170,0,169,1,0,50,90,30,121,24,25,152,18,0,124,35,11,143,24,3,132,24,14,116,28,26,Tumari Koppa,Koppal,Kustagi,10/12/2016,GHPS Tumari Koppa,20309,Tumarikoppa,0.91,0.5,0.64,0.18,0.68,0.5,0.59,0.59,0.82,0.82,0.5,0.41,0.95,0.55,0.41,0.36,0.68,0.68,0.45,0.41,11.64
KOPPAL,KUSTAGI,20235,GLPS UMALI RAMPUR,29070416201,UMALI RAMPUR,29,23,6,0,29,0,0,29,0,0,0,29,0,29,0,0,26,1,2,18,9,2,24,3,2,19,9,1,15,11,3,Umali Rampura,Koppal,Kustagi,03/12/2016,GLPS Umali Rampura,20235,Kilarhatti,1,0.89,0.89,0.78,0.89,0.89,0.89,1,0.89,1,0.44,0.56,0.89,0.67,0.78,0.11,0.89,0.89,1,0.89,16.22
KOPPAL,KUSTAGI,20176,GHPS VAKKANADURGA,29070416401,VAKKANADURA,130,124,5,1,101,10,19,128,1,1,16,102,12,99,17,14,124,5,1,98,23,9,118,12,0,116,14,0,72,40,18,Vakkanadurga,Koppal,Kustagi,07/01/2017,GHPS Vakkanadurga,20176,Nilogal,0.87,0.73,0.8,0.53,0.67,0.53,0.53,0.8,0.67,0.87,0.6,0.6,0.93,0.67,0.13,0.87,0.47,0.67,0.8,0.33,13.07
KOPPAL,KUSTAGI,20193,GHPS VENKATAPUR,29070416701,VENKATAPUR,139,97,41,1,0,137,2,116,2,21,4,107,28,97,3,39,113,26,0,104,35,0,113,25,1,105,32,2,100,7,32,Venkatapur,Koppal,Kustagi,10/12/2016,GHPS Venkatapur,20193,Tumarikoppa,0.78,0.56,0.56,0.22,0.44,0.44,0.44,0.67,0.78,0.67,0.67,0.22,0.89,0.44,0.22,0.33,0.33,0.22,0.67,0.56,10.11
KOPPAL,KUSTAGI,20271,GHPS VIRUPAPUR,29070416801,VIRUPAPUR,77,77,0,0,0,77,0,77,0,0,77,0,0,77,0,0,76,1,0,1,76,0,0,1,76,0,0,77,76,0,1,Virupapur,Koppal,Kustagi,26/11/2016,GHPS Virupapur,20271,Lingadalli,0.8,0.1,0.4,0.1,0,0.5,0.5,0.4,0.3,0.4,0,0.3,0.7,0.2,0.1,0.2,0.3,0.2,0.4,0.1,6
KOPPAL,KUSTAGI,20341,GHPS YALABURTHI,29070417101,YALABURTHI,99,55,44,0,48,51,0,70,29,0,49,49,1,37,60,2,89,8,2,54,41,4,77,19,3,49,49,1,21,76,2,Yalaburthi,Koppal,Kustagi,26/11/2016,GHPS Yalaburthi,20341,Hirebannigol,0.86,0.57,0.86,0.14,0.14,0.43,0.29,1,1,0.86,0.57,0.86,0.71,0.86,0.29,0,0.71,0.71,0.86,0.14,11.86
Raichur,Devadurga,23654,GMHPS  Bendar Ganekal,29060101802,B Ganekal,100,96,4,0,80,20,0,64,36,0,82,18,0,67,33,0,65,35,0,84,16,0,68,32,0,71,29,0,49,51,0,Bangar bandi Tanda,Raichur,Devadurga,20/08/2016,GMPS Bendar Ganekal,23654,Bendar Ganekal,0.89,0.33,0.56,0.67,0.67,1,0.67,0.89,1,1,1,0.56,0.89,0.33,0.78,0.22,0.44,0.44,0.67,0.33,13.33
Raichur,Devadurga,23529,GHPS Gabbur,29060104002,Gabbur,120,106,14,0,83,31,6,96,23,1,41,73,6,100,15,5,107,13,0,88,32,0,113,7,0,104,16,0,91,26,3,Gabbur,Raichur,Devadurga,19/11/2016,GHPS Gabbur,23529,Gabbur,0.77,0.69,0.54,0.31,0.38,0.15,0.31,0.85,1,1,0.77,0,0.92,0.08,0,0.23,0.69,0,0.38,0.15,9.23
Raichur,Devadurga,23497,GLPS Halajadaladinni,29060105501,Halajadaladinni,100,95,5,0,81,18,1,84,15,1,26,73,1,89,9,2,98,2,0,73,27,0,98,2,0,92,8,0,84,14,2,Halajadaladinni,Raichur,Devadurga,03/09/2016,GHPS Halajadaladinni,23497,Arkera,1,0.5,1,0.5,0.17,0.5,0.83,0.67,1,1,1,0,1,0.5,0.5,1,1,1,1,1,15.17
Raichur,Devadurga,23674,GHPS K Irabagera,29060109501,K Irabagera,140,110,30,0,105,30,5,98,39,3,82,55,3,95,36,9,111,24,5,108,28,4,106,32,2,107,30,3,80,50,10,K Irabagera,Raichur,Devadurga,24/12/2016,GHPS K Irabagera,23674,K Irabgera,0.91,0.27,0.36,0.45,0.55,0.73,0.73,0.82,1,0.91,0.91,0.09,0.91,0.91,0,0,1,0,1,0.64,12.18
Raichur,Devadurga,23536,GHPS Khanapur,29060109601,Gabbur,100,80,20,0,80,17,3,80,19,1,80,19,1,79,21,0,80,18,2,81,17,2,80,19,1,80,19,1,80,19,1,Khanapur,Raichur,Devadurga,07/01/2017,GHPS Khanapur,23536,Hemnal,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,15
Raichur,Devadurga,23598,GMHPS Koppar,29060110002,Koppal,70,52,17,1,46,18,6,49,17,4,42,23,5,51,17,2,47,20,3,47,21,2,46,20,4,51,19,0,47,19,4,Koppar,Raichur,Devadurga,03/10/2016,GMPS Koppar,23598,Devamma,0.27,0.04,0.12,0,0.04,0.12,0.12,0.12,0.38,0.46,0.38,0.08,0.23,0.04,0,0.42,0.08,0.15,0.42,0.27,3.73
Raichur,Devadurga,38168,GLPS Mali gouder oni arakera,29060101209,Mali gouder oni arakera,120,73,47,0,65,45,10,65,44,11,59,46,15,51,49,20,66,45,9,62,47,11,60,41,19,61,39,20,55,42,23,Mali gouder  Oni,Raichur,Devadurga,03/09/2016,GLPS Mali gouder Oni,38168,Arkera,1,0.67,1,0.33,0.67,1,0.67,0.67,1,1,0.67,0,1,1,0,1,0.33,0.33,0,0,12.33
Raichur,Devadurga,23657,GLPS Mallapur,29060111201,Mallapur,100,80,20,0,80,19,1,80,18,2,80,18,2,80,20,0,81,18,1,79,20,1,81,17,2,79,21,0,80,17,3,Mallapur,Raichur,Devadurga,16/03/2017,GLPS Mallapur,23657,Bhomanagunda,0.97,0.2,0.37,0.63,0.71,0.66,0.43,0.71,0.66,0.83,0.49,0.37,0.8,0.51,0.2,0.09,0.09,0.71,0.91,0.54,10.89
Raichur,Devadurga,23620,GLPS Malledevaragudda,29060111301,Malladevaragudda,140,86,54,0,87,53,0,88,52,0,91,49,0,90,50,0,93,47,0,71,46,23,92,48,0,83,57,0,90,50,0,Malledevagudda,Raichur,Devadurga,27/08/2016,GLPS Malledevagudda,23620,Malledevagudda,0.94,0.19,0.44,0.69,0.19,0.31,0.25,0.63,0.94,0.94,0.75,0.63,0.94,0.44,0.13,0.25,0.75,0.88,0.31,0.75,11.31
Raichur,Devadurga,23678,GHPS Manasagal,29060111601,Manasagal,118,77,41,0,84,33,1,84,30,4,81,37,0,84,34,0,91,27,0,72,46,0,88,30,0,79,39,0,70,46,2,Manasagal ,Raichur,Devadurga,24/12/2016,GHPS Manasagal,23678,K Irabgera,1,0.83,0.83,0.5,0.33,0.67,0.83,1,0.67,0.83,0.83,0.67,0.67,0.83,0.83,0,0.67,0.83,0.83,0.33,14
Raichur,Devadurga,23658,GLPS Pandyan,29060114201,Pandyan,60,51,9,0,43,17,0,43,17,0,43,17,0,46,14,0,38,22,0,53,7,0,42,18,0,34,26,0,32,28,0,Pandyan,Raichur,Devadurga,20/08/2016,GLPS Pandyan,23658,Bendar Ganekal,1,0.5,0.75,0.5,0.75,0.75,0.75,1,1,1,0.75,0.75,1,0.25,0.25,1,0.5,1,1,1,15.5
Raichur,Devadurga,23720,GMHPS Ramadurga,29060114801,Ramadurga,100,58,42,0,47,52,1,58,41,1,46,48,6,51,38,11,48,46,6,45,42,13,42,41,17,46,40,14,47,48,5,Ramdurga,Raichur,Devadurga,31/12/2016,GMHPS Ramdurga,23720,Ramadurga,0.77,0.19,0.31,0,0.23,0.23,0.15,0.38,0.38,0.62,0.5,0.19,0.85,0.27,0,0,0.15,0.5,0.31,0.15,6.19
Raichur,Lingasugur,23774,GHPS Aidanhal,29060500401,Kalapur,100,80,15,5,5,79,16,94,6,0,68,13,19,76,5,19,90,9,1,36,61,3,87,11,2,64,29,7,68,5,27,Aidanhal,Raichur,Lingasugur,05/11/2016,GHPS Aidanhal,23774,Kalapur,0.83,0.67,0.83,0.5,1,1,1,0.83,0.83,0.83,0.83,0.83,0.83,0.67,0.83,1,1,0.83,0.83,0.17,16.17
Raichur,Lingasugur,23891,GHPS Ankushadoddi,29060501001,Ankushadoddi,122,74,42,6,60,31,31,72,37,13,67,37,18,81,26,15,94,24,4,57,36,29,83,30,9,77,30,15,56,44,22,Ankushadoddi,Raichur,Lingasugur,11/02/2017,GHPS Ankushadoddi,23891,Ankushadoddi,0.82,0.23,0.27,0.32,0.09,0.14,0.14,0.55,0.77,0.77,0.27,0.18,0.68,0.32,0.09,0.27,0.09,0.41,0.82,0.41,7.64
Raichur,Lingasugur,23914,GLPS Bailgudda,29060501801,Bailgudda,99,53,46,0,45,52,2,59,40,0,45,54,0,21,41,37,86,13,0,46,53,0,79,20,0,49,50,0,5,42,52,Bailgudda,Raichur,Lingasugur,05/11/2016,GLPS Bailgudda,23914,Medikinhal,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,14
Raichur,Lingasugur,23895,GHPS Buddinni.S,29060503502,Buddinni.S,135,69,66,0,57,78,0,91,44,0,72,63,0,66,63,6,91,44,0,40,79,16,85,48,2,54,79,2,39,62,34,Buddinni S,Raichur,Lingasugur,11/02/2017,GHPS Buddinni S,23895,Ankushadoddi,1,0.25,0,0.5,0.75,0.5,0.5,0.5,0.75,0.75,0.25,0.75,0.75,0.5,0,0.5,0.75,0,0.75,1,10.75
Raichur,Lingasugur,23987,GHPS Devarabhupur,29060504801,Devarabhupur,99,22,75,2,32,48,19,40,46,13,28,52,19,11,72,16,83,13,3,15,67,17,68,26,5,32,53,14,20,43,36,Devarabhupur,Raichur,Lingasugur,24/12/2016,GHPS Devarabhupur,23987,Devarbhoopur,0.7,0.33,0.3,0.07,0.11,0.15,0.15,0.41,0.63,0.59,0.41,0.11,0.67,0.33,0,0,0.22,0.11,0.33,0.11,5.74
Raichur,Lingasugur,23755,GHPS Gejjalagatta,29060505201,Gejjalagatta,189,95,94,0,57,97,35,106,73,10,94,85,10,80,59,50,112,62,15,67,107,15,100,81,8,83,105,1,40,65,84,Gejjalagatta,Raichur,Lingasugur,18/12/2016,GHPS Gejjalagatta,23755,Gejjelgatta,0.89,0.17,0.28,0.22,0.17,0.11,0.22,0.39,0.67,0.72,0.67,0.44,0.78,0.06,0.11,0.17,0.39,0.22,0.33,0.39,7.39
Raichur,Lingasugur,23896,GHPS Gonwar,29060505601,Gonwar,110,61,49,0,57,51,2,55,54,1,67,36,7,44,59,7,72,37,1,25,49,36,61,47,2,48,61,1,33,29,48,Gonawar,Raichur,Lingasugur,18/02/2017,GHPS Gonawar,23896,Santekellur,0.89,0.44,0.67,0.67,0.5,0.61,0.5,0.61,1,0.83,0.94,0.17,0.94,0.44,0.39,0.78,0.83,0.83,0.61,0.67,13.33
Raichur,Lingasugur,23990,GHPS Gonwatala,29060505701,Gonwatala,102,51,51,0,10,54,38,61,33,8,45,38,19,22,50,30,86,12,4,28,71,3,67,28,7,53,41,8,17,48,37,Gonwatala,Raichur,Lingasugur,04/10/2016,GHPS Gonwatala,23990,Gopal,1,0.75,0.85,0.75,0.9,0.6,0.6,0.85,1,0.95,0.95,1,0.95,0.65,0.05,0.6,1,0.75,0.95,0.95,16.1
Raichur,Lingasugur,23993,GHPS Guntagol,29060506301,Guntagol,150,89,47,14,93,9,48,103,20,27,45,32,73,61,28,61,121,4,25,69,37,44,106,16,28,83,35,32,48,59,43,Guntagol,Raichur,Lingasugur,04/10/2016,GHPS Guntagol,23993,Gopal,0.62,0.43,0.81,0.38,0.81,0.81,0.76,0.52,0.81,0.95,0.67,0.95,0.95,0.43,0,0.33,0.76,0.24,0.57,0.57,12.38
Raichur,Lingasugur,29863,GMHPS Gurugunta,29060506401,Gurugunta,175,71,104,0,16,138,21,167,8,0,150,19,6,8,156,11,174,1,0,14,161,0,167,8,0,39,136,0,2,99,74,Gurgunta,Raichur,Lingasugur,15/03/2017,GMPS Gurugunta,29863,Gurgunta,0.64,0.17,0.31,0.11,0.33,0.11,0.14,0.61,0.86,0.67,0.72,0.31,0.75,0.44,0,0.19,0.69,0,0.22,0.03,7.31
Raichur,Lingasugur,23898,GHPS Huvinabhavi,29060507801,Huvinabhavi,160,89,71,0,67,92,1,102,58,0,88,71,1,63,59,38,117,42,1,61,93,6,98,61,1,74,83,3,38,49,73,Huvinabhavi,Raichur,Lingasugur,11/02/2017,GHPS Huvinabhavi,23898,Ankushadoddi,0.73,0.55,0.64,0.18,0.09,0.36,0.18,0.55,0.82,0.91,0.73,0,0.73,0.36,0.09,0.36,0,0.18,0.91,0,8.36
Raichur,Lingasugur,23780,GKPS Kalapur,29060509701,Kalapur,169,91,78,0,0,169,0,169,0,0,0,169,0,0,169,0,169,0,0,78,91,0,169,0,0,92,77,0,0,169,0,Kalapur,Raichur,Lingasugur,05/11/2016,GHPS Kalapur,23780,Kalapur,1,0.31,0.56,0.69,0.88,0.88,0.81,0.81,0.75,0.94,0.75,0.75,0.75,0.69,0.75,1,0.5,0.63,0.94,0.19,14.56
Raichur,Lingasugur,23853,GHPS Kannal,29060510001,Kannal,170,88,82,0,0,170,0,91,79,0,0,170,0,0,170,0,170,0,0,84,86,0,168,2,0,84,86,0,0,170,0,Kannal,Raichur,Lingasugur,06/10/2016,GHPS Kannal,23853,Bhagyalakshmi,0.92,0.65,0.69,0.19,0,0.54,0.58,0.77,0.96,0.92,0.58,0.15,0.92,0.77,0.81,0.88,0.85,0.69,0.31,0.85,13.04
Raichur,Lingasugur,23957,GLPS Kesaratti,29060510601,Echanal,125,75,50,0,74,6,45,99,25,1,26,95,4,96,5,24,124,0,1,96,29,0,123,2,0,122,3,0,72,50,3,Kesaratti ,Raichur,Lingasugur,24/12/2016,GLPS Kesaratti,23957,Eachnal,0.92,0.58,0.75,0.42,0.58,0.75,0.58,0.83,0.75,0.92,0.75,0.5,1,0.58,0.42,0.67,0.42,0.67,0.67,0.25,13
Raichur,Lingasugur,23922,GHPS Medakinal,29060512701,Mediknal,129,83,46,0,65,64,0,74,55,0,67,62,0,54,35,40,76,51,2,61,68,0,91,38,0,59,69,1,32,29,68,Medikinhal,Raichur,Lingasugur,05/11/2016,GHPS Medikinhal,23922,Medikinhal,0.73,0.27,0.61,0.41,0.43,0.41,0.23,0.55,0.75,0.82,0.43,0.2,0.73,0.45,0.07,0.32,0.52,0.43,0.5,0.59,9.45
